brand,model,description,price,exposition_days_count,images_count,label
Samsung,LH55BETHLGUXRU,"Профессиональная(информационная) LED Display (ПАНЕЛЬ)! Samsung LH55DMDPLGC

55 дюймов
FULLHD(1920х1080) разрешение
Тип матрицы - VA
Яркость 450 кд/м2
Контрастность 5000 :1
Время отклика (GtG) 8 мс

Если подключить, динамики и приставку или, например, Алису, то можно использовать как телевизор.

Матрица полностью целая

В наличии две штуки, есть небольшие проблемки - у одного отщелкнута рамка немного, у другого есть царапины - САМО ИЗОБРАЖЕНИЕ В НОРМЕ (фото приложены)

Цена стоит за 1 штуку

______

#Панель #LED #Телевизор #Монитор #Экран #Самсунг #Samsung #55 дюймов",25000.0,67,17,satisfactory
Sony,TRINITRON KV-2167 MT,Работает. Без пульта. 2000₽,2000.0,63,24,good
Samsung,UE50F6130AK,"Оплавился левый нижний угол , изображение нет,на фото видно, звук работает. Самовывоз на запчасти.",3000.0,186,17,bad
Toshiba,27WL55R,"Toshiba 27WL55R - серебристого цвета. Телевизор в идеальном состоянии.

Экран - 27 дюймов с разрешением 1280x720, 500 кд/м².

Разъемы: на передней/боковой панели -  AV,  Mini-Jack 3.5 мм; AV x3, аудио x4, компонентный, VGA.
Торг уместен.",4700.0,197,17,excellent
Vestel,VR74TS,Продам телевизор в хорошем рабочем состоянии.,500.0,32,2,good
Samsung,LE-19C450,"Перестал включаться. Может включиться, а может и нет. На запчасти или под ремонт. Не ударился. Экран целый. Без пульта.",700.0,89,26,bad
Philips,32PF9541,"Отличное состояние.
Плоский телевизор Philips Cineos Flat TV с технологией Pixel Plus 2 HD, 2-х канальной Ambilight и ЖК технологиями. Полный доступ к мультимедийной информации обеспечивается обработчиком цифровых носителей через USB.
81 см (32"")
ЖК
HD Ready для отображения сигналов высокой четкости самого высокого качества.
Экран оснащен универсальными соединениями и для аналогового YPbPr, и для несжатых цифровых соединений DVI и HDMI, поддерживающих HDCP. Может отображать сигналы с разрешением 720p и 1080i пикселей с частотой 50 и 60 Гц.
Pixel Plus 2 HD - больше деталей, глубины и четкости
2-канальная активная Ambilight улучшает восприятие.
Фоновая подсветка Ambilight вносит значительный вклад в общее восприятие изображения, вырабатывая рассеянный свет, чтобы дополнять цвета и световую интенсивность изображения на экране.
USB-разъем для легкого, моментального проигрывания мультимедийных файлов.
USB-разъем открывает доступ к мультимедийным файлам форматов jpg, mp3, и alb большинства USB-карт и цифровых видеокамер (устройство памяти класса USB 1.1). 
Технология Pixel Plus 2 HD предлагает уникальное сочетание предельной четкости, естественных деталей изображения, усиленного эффекта глубины, живого цвета и плавного, естественного движения при стандартном ТВ-сигнале, при сигнале высокой четкости и при использовании мультимедийных источников. 
ЖК-дисплей WXGA с поддержкой HD и разрешением 1366 x 768 пикселей.
WXGA дисплей на основе современной ЖК-технологии позволяет достигать широкоэкранного разрешения высокой четкости 1366 x 768p пикселей.
Динамическое повышение контрастности обеспечивает богатую детализацию черного.
Динамический усилитель контрастности изображения фирмы Philips использует обработку видеоизображения и уникальную технологию затухающей подсветки. Этим достигается передача глубокого уровня черного с повышенной детализацией. Технология затухающей подсветки увеличивает контрастность до 5 раз, и в то же время улучшает угол обзора.
Virtual Dolby Digital дает ощущение естественности звука.
Virtual Dolby Digital представляет собой технологию обработки звука для получения улучшенных объемных звуковых эффектов, создающих ощущение звучания Dolby Pro Logic без необходимости иметь дополнительные задние громкоговорители. 
Вход HDMI для передачи цифрового сигнала HD через один кабель.
Вход HDMI является полностью обратно совместимым с источниками сигнала в формате DVI и кроме того содержит цифровой звук. HDMI использует технологию защиты от копирования HDCP.",12000.0,151,22,excellent
Sharp,20B-SC,"Телек кмнескоп   20"", б/У, рабочий, пульт есть. Еще есть такой же  Sharp 14""-500рублей.",700.0,185,28,good
Xiaomi,L43M5-5ARU,Продам материнскую плату от разбитого тв. Бу 3мес. TDP.MS6886.PB792.,3000.0,111,4,bad
Samsung,LE40D550,Продам в отличном состоянии телевизор SAMSUNG Торг уместен,10800.0,119,20,excellent
LG,42LV370S,"42LV370S LED-телевизор LG 1080p  FullHD 107 см c функцией Smart TV

В полностью исправном состоянии.

ХАРАКТЕРИСТИКИ ЖК-ТЕЛЕВИЗОРА
Тип BLU (подсветка)	EDGE
Разрешение экрана	1920 x 1080 (Full HD)
MCI	100
Динамическая контрастность	2,000,000:1
Время отклика (G to G)	3.5 мс

ВИДЕО
Коррекция соотношения сторон	7 режимов ( 16:9, Just scan, Original, Full Wide, 4:3, 14:9, Cinema Zoom 1)
Контроль цветовой температуры	3 режима (Теплая, Средняя, Прохладная)
Режим изображения	7 режимов (Intelligent sensor, Яркий, Стандарт, Кино, Игра, isf Эксперт1, isf Эксперт2)
Режим АВ (Синхронизация изображения и звука)	Кино / Игра 
Улучшенная система подавления шума	(3D & MPEG)

АУДИО
Аудиовыход	10W+10W
Система динамиков	2 однополосных динамикаSurround System	infinite 3D звук вокруг (разработка LG)
Режимы звука	5 режимов (Стандартный/Музыка/Кино/Спорт/Игра) SRS TSXT, Режим Clear Voice.

ОСОБЕННОСТИ
Размер экрана	42
Тип телевизора	ЖК телевизоры
Разрешение	Full HD
Cветодиодная подсветка	LED (Edge)

USB 2.0
Аудио	MP3
Изображение	JPEG
Видео кодеки	DivX3.11, DivX4.12, DivX5.x, DivX6, Xvid1.00, Xvide1.01, Xvid1.02, Xvid1.03, Xvid 1.10-beta-1/beta-2, Mpeg-1, Mpeg-2, Mpeg-4, H.264, AVCАудио кодеки	AC3(Dolby Digital), EAC3, AAC, Mpeg, MP3, PCM
Расширение DivX форматов	smi/*.srt/*.sub(MicroDVD, SubViewer1.0/2.0)/*.ass/*.ssa/*.txt(TMPlayer) /*.psb(PowerDivx)DiVX (SD/HD/HD Плюс)	(HD Плюс)

ГАБАРИТЫ
Вес, кг / с подставкой	15.5Вес, кг / в коробке	19.1
ШxВxГ, мм / с подставкой	998.0*684.0*256.0ШxВxГ, мм / в коробке	1197*770*125
Вес, кг / упаковка (без подставки)	13.3ШxВxГ, мм / упаковка (без подставки)	998.0*615.0*30.4(40.1)

СЕТЬ
Wifi	(Ready)
Обмен данными с ПК (CIFS/DLNA)	сертификат DLNA
SIMPLINK (HDMI CEC)	 (HDMI 1.4)

РАЗЪЕМЫ / БОКОВАЯ ПАНЕЛЬ
USB 2.0	1 (JPEG, mp3, MPEG-4/DivX, Service)
Вход HDMI	3
Выходной разъем для наушников	1
CI-слот	1

РАЗЪЕМЫ / ЗАДНЯЯ ПАНЕЛЬ
Full Scart	1Компонентный вход (Y,Pb,Pr) + аудио	1
Аудиовход для ПК	1
Антенный вход	1
Вход АВ	1 (тип RCA)
Цифровой Аудио выход (Коаксиальный/ Оптический)	1 (оптический)
Вход RGB(D-sub 15pin) - PC	1
LAN (проводной)	1RS-232C	1",30000.0,199,25,good
LG,OLED OLED65CXR,"Потрясающий телек, один из лучших по версии RTINGS.

Был куплен в апреле 2021. Продаю по причине переезда.",150000.0,173,12,excellent
Рубин,37M07,Ореол 23тб-307 полностью рабочий.чб,700.0,150,13,good
Sony,KDL-40W905,"Продаю ЖК LED-телевизор с матрицей Triluminos. Сборка Словакия. Диагональ экрана 40 дюймов (101 см) с разрешением Full HD (1920 x 1080p). Поддерживает Smart TV, встроенный Wi-Fi и 3D. Технологию улучшения передачи динамичных изображений Motionflow XR 800 Гц. Звук S-Force, мощность фронтальных АС 2x10 Вт. 4 входа HDMI (1.4), 3 порта USB 2.0 тип А. Есть возможность крепления на стену.

Покупал для PS4 в сентябре 2013. На то время флагманская 40 дюймовая модель от Sony. Продаю так как практически не использую. Изображение очень крутое даже по нынешним меркам. Не разу не обращался в сервисный центр. В комплекте два оригинальных пульта Sony RM-ED052 (IR) и Sony RMF-ED003 (NFC), очки 3D (TDG-BT400A x1), кабель питания, подставка, инструкции по эксплуатации. Полный перечень тех. характеристик можно посмотреть на офиц. сайте Sony. Только самовывоз, коробки от телевизора не осталось.",35000.0,194,26,no_data
Haier,LE32K6000S,Разбита матрица. Продаю на запчасти.,1000.0,10,7,bad
Philips,32PHS5813,Разбита матрица. Продаю на запчасти.,2000.0,2,15,bad
Haier,LE32F1000T,Продам телевизор за ненадобностью.,10000.0,5,29,no_data
HARPER,40F670T2,"Продаю телевизор на запчасти, разбит экран",1000.0,172,14,bad
Erisson,2105,В рабочем состоянии с пультом,1000.0,43,12,good
Toshiba,19EL934,В рабочем состоянии с пультом,5000.0,157,6,good
Toshiba,15CL7R,В рабочем состоянии с пультом,5500.0,182,26,good
LG,32LM340T,В рабочем состоянии с пультом,5500.0,50,3,good
Prestigio,PTV40SN04Y-CIS-BK,"В отличном состоянии, даже в наклейках",19000.0,124,5,excellent
Panasonic,TX-LR32U20,"Продам ЖК телевизор Panasonic TX-LR32U20. В рабочем состоянии, хороший внешний вид. Диагональ 80 см.
Малазийская сборка.",8500.0,106,9,good
Samsung,UE43N5570AU,"На запчасти, был полностью рабочий пока ребёнок не стукнул уголком игрушки по экрану. Матрица разбита, стекло целое, звук есть.",5000.0,98,7,bad
Sony,KD-55X9305C,"- диагональ: 55""
- разрешение HD: 4K UHD
- технология экрана: HDR, LED
- разъемы и интерфейсы: AV-вход, выход на наушники, Ethernet - RJ-45, компонентный видеовход, композитный видеовход x 2, USB Type-A x 3, вход HDMI, вход HDMI x 4, USB Type-A, слот CI, слот CI/CI+, выход аудио оптический, SCART
- беспроводная связь: Wi-Fi, Bluetooth
- год создания модели: 2015
- разрешение: 3840x2160
- тип подсветки: Edge LED
- мощность звука: 90 Вт",60000.0,134,17,no_data
Samsung,UE43NU7400U,"Полностью рабочий, в хорошем состоянии. В комплекте акессуары, коробка, документы, чек.",18000.0,185,5,good
Philips,32PFL3404,"Продаю б/у телевизор с дефектом. Половина изображения искажена-требует ремонта(или сойдет как ""донор""). Внешнее состояние отличное, документы и пульт прилагаются.",3000.0,176,9,bad
Samsung,CS-21Z57Z3Q,Телевизор б/у в хорошем состоянии,1500.0,24,30,good
LG,32LV2500,Телевизор б/у в хорошем состоянии,10000.0,183,24,good
Toshiba,32DV733R,Телевизор б/у в хорошем состоянии,6500.0,143,24,good
Samsung,LW20M22CP,Телевизор в отличном состояние,3500.0,158,6,excellent
Samsung,UE32J4000AK,"Продаю на запчасти телевизор Samsung, диагональ 32 дюйма. 

Дети разбили экран (см фото). 
Модель и характеристики видно на фото.",2500.0,66,29,bad
Asano,65LU9012S,Телевизор требует замены матрицы,5300.0,85,25,bad
Samsung,UE58NU7100U,"Продаю тв , в отличном состоянии , коробки нет",35000.0,25,1,excellent
Samsung,UE46F6200,"Смарт ТВ с экраном 40 дюймов под ремонт или на запчасти - потемнела верхняя часть экрана. Самому заниматься некогда - уже куплен новый телевизор.

Экран

Диагональ 40""

Разрешение HD Full HD

Разрешение 1920x1080

Тип ЖК

Формат телевизора 16:9

Тип подсветки Edge LED

Технология экрана LED

Частота обновления экрана 100 Гц

Звук

Функции звука Dolby Digital, объемное звучание (Surround), стереозвук

Суммарная мощность звука 20 Вт

Количество динамиков 2

Разъемы и интерфейсы

AV-вход, Ethernet - RJ-45, SCART, USB Type-A x 3, вход HDMI, вход HDMI x 4, выход аудио оптический, выход на наушники, композитный видеовход, компонентный видеовход, слот CI

Беспроводная связь Wi-Fi

Мультимедиа

Поддержка мультимедиа MKV, MP3, MPEG4, WMA

Поддержка цифрового ТВ DVB-C, DVB-C MPEG4, DVB-T, DVB-T MPEG4, DVB-T2

TV-тюнер (аналоговый) есть

Дополнительные функция

Особенности

DLNA, Time Shift, защита от детей

Запись видео

на USB-накопитель

Потребляемая мощность

58 Вт",12990.0,182,14,bad
LG,32LF510U,Шикарный телевизор. Полностью исправен. В одних руках. Покупали новым. Есть интернет приставка. Все пульты исправны. Приставка 3000 т.р.,10000.0,125,17,good
LG,32LF580V,"Матрица под замену. Под ремонт или запчасти
Интересует обмен на микроволновку!",1500.0,104,26,bad
Samsung,CS-21Z40ZQQ,"Телевизор полностью в рабочем состоянии, все выходы работают.",2000.0,82,9,good
Panasonic,TX-29P100T,"Продам , звонить с 9-00 до 21-00",5000.0,33,26,no_data
Hitachi,42PD5200,"Настоящий японец, колонки, типа кинотеатр. Звук лучший. За нал большая скидка.",9500.0,109,14,no_data
LG,42PA4510,Полностью исправен,15000.0,100,7,good
Samsung,PS-42A451P1,"Классный телевизор Всё работает. Срочно до 25 августа.  Далее уезжаю,  поэтому ставлю актуальную цену,  и более с продажей не спешу.",17000.0,184,11,good
Thomson,14MG134X,"14mg134x в хорошем состоянии, все работает",444.0,35,17,good
Rolsen,C17R80,"Телевизор Rolsen цветной, в отличном состоянии, в комплекте пульт и антенна",1300.0,20,18,excellent
LG,50LA620V,Есть небольшая полоса. Заметна только на чёрном экране. Просмотру не мешает.,15000.0,80,20,satisfactory
Horizont,32LE5181D,"Всем дня доброго , продаю ты использовал как монитор для пк ,все работает не чего не мерцает , любая проверка с Сашей стороны не разу не разберался",2000.0,82,21,good
Samsung,UE32T5300AU,"Осмотр г. Зеленоград
Андреевка
Телевизор  2021 года выпуска в отличном рабочем сосоянии коробка от него осталась,смарт тв,вай фай, битых пикселей и царапин нет.
ЕЩЁ
Есть такой же телевизор только белого цвета, он 2022 Года выпуска
Samsung UE32T300au — 
Телевизор LED Samsung UE32T5300AUXRU в черном корпусе с диагональю экрана 32"" (80 см), устанавливается на подставку, состоящую из двух элементов, расположенных по бокам. Для того чтобы начать пользование аппаратом, достаточно включить поиск программ. Вам не потребуется приобретать отдельно цифровую приставку, ведь на устройстве уже установлены тюнеры вещания, соответствующие стандартам DVB-T, DVB-C, а также DVB-T2 и DVB-S. Разрешение экрана 1920х1080, что соответствует формату Full HD. Объемное звучание на Samsung UE32T5300AUXRU обеспечивают динамики мощностью 10 Вт и технология Dolby Digital Plus: вы получаете громкий, насыщенный звук, который способствует погружению в происходящее на экране. Особенность аппарата в поддержке Wi-Fi, открывающего доступ к Smart TV. Система Tizen дает массу преимуществ пользователю, позволяя устройству работать быстрее, не тратя много времени на обработку процессов. Порт USB позволит подключать мобильную технику и накопители, а HDMI – видеотехнику.
Экран

Диагональ

32""

Разрешение HD

Full HD

Разрешение

1920x1080

Тип

ЖК

Формат телевизора

16:9

Технология экрана

HDR, LED

Частота обновления экрана

50 Гц

Индекс динамических сцен

1000

Звук

Функции звука

Dolby Digital, автоматическое выравнивание громкости, объемное звучание (Surround), стереозвук

Суммарная мощность звука

10 Вт

Количество динамиков

2

Разъемы и интерфейсы

Разъемы и интерфейсы

AV-вход, Ethernet - RJ-45, USB Type-A, вход HDMI x 2, выход аудио оптический, композитный видеовход, слот CI/CI+

Беспроводная связь

Airplay, Miracast, Wi-Fi

Мультимедиа

Платформа Smart TV

Tizen

Поддержка мультимедиа

HEVC (H.265), MKV, MP3, MPEG4, WMA

Поддержка цифрового ТВ

DVB-C, DVB-C MPEG4, DVB-S, DVB-S2, DVB-T, DVB-T MPEG4, DVB-T2

TV-тюнер (аналоговый)

есть

Дополнительные функции

Особенности

датчик освещенности, защита от детей

Стандарт крепления VESA

100×100 мм

Потребляемая мощность

80 Вт

Экосистема Умного дома

Умный дом Яндекса

Габариты

Размеры с подставкой (ШxВxГ)

737x465x151 мм

Вес с подставкой

4.1 кг

Размеры без подставки (ШxВxГ)

737x438x74 мм

Вес без подставки

4 кг

Дополнительная информация

тип затемнения Micro Dimming Pro; поддержка приложения TV Key; поддержка IPv6",17500.0,13,12,excellent
Sharp,LC-46LE925,"Без подставки 
Без пульта 
Трещина на стекле на матрицу не влияет
Ки3-64",7000.0,12,2,satisfactory
Sharp,LC-26P55E,Телевизор томсон упал трещин нет но не работает. Телевизор шарп трещина на дисплее. Рабочий. На запчасти,1.0,134,3,bad
LG,40LF570V,"Продаю телевизор. LG 40LF570V в отличном состоянии. Диагональ 40’’ (102см). Разрешение 1080р Full HD. Формат экрана 16:9. Smart TV нет. Причина продажи: достался от родителей, стоит пылится, так как в основном сижу за компьютером. Любые ваши проверки на месте. Пульт в комплекте есть.",11500.0,44,25,excellent
Xiaomi,L43M5-5ARU,"Телевизор 43"" продаю в связи с приобретением другого телевизора. Все подробности по телефону.",17000.0,117,30,no_data
TELEFUNKEN,TF-LED32S11T2S,"Продам 32"" Телевизор TELEFUNKEN TF-LED32S11T2S состояние новое.Телевизор практически не смотрели, пленка с экрана не снята. Есть подключение к Wi-Fi.",10000.0,145,9,new
Sony,KD-55X8505B,"Телевизор в отличном состоянии, 2 пульта, все работает. Не разбирался, не ремонтировался .",44990.0,88,21,excellent
Samsung,LE-40R81B,"Телевизор в хорошем состоянии, диагональ 102 см, пульт в наличии, подставка. Возможен торг",9500.0,14,4,good
Sony,KV-25R2R,Sony тринетрон. Перестал показывать. Включается. Видимо проблема в экране. Пульт рабочий подходит и к другим моделям сони.,350.0,136,16,bad
Samsung,LE32C650,Продам тв с крепежом на стену в рабочем состоянии матрица цела . не смарт,8000.0,183,30,good
Sony,KDL-43WF665,"Телевизор в прекрасном состоянии, все функции работают хорошее яркое изображение, все целое битых пикселей нет.",25000.0,149,16,excellent
LG,28LN450U,"В отличном состоянии, есть кронштейн для стены!) ТОРГ , РАЗУМНЫЙ.",7000.0,109,1,excellent
Philips,46PFL8606H,Продаю в связи с приобретением линейки самсунг!!!!!,25000.0,29,1,no_data
LG,43LH520V,"На запчасти, разбит экран",1500.0,118,5,bad
Sony,KDL-32RE303,"На запчасти, разбит экран",500.0,62,10,bad
Samsung,UE50TU7090U,"На запчасти, разбит экран",-1.0,36,25,bad
Haier,50 Smart TV MX,"На запчасти, разбит экран",5000.0,30,14,bad
LG,43UK6400,"На запчасти, разбит экран",2500.0,3,22,bad
Panasonic,TX-21GF80T,Отдам ЗА ВКУСНУЮ ШОКОЛАДКУ для жены 🤝👌,0.0,197,9,no_data
LG,65UM7300,"Продам телевизор LG 65um7300plb в отличном состоянии. Стойки и пульт ДУ с функцией курсора в комплекте.
Основные характеристики:
Тип - LED

HD-формат 4K Ultra HD

Формат экрана 16:9

Диагональ экрана, в дюймах - 65

Разрешение 3840x2160

Тип матрицы - IPS

Частота обновления, в Гц - 50

Мощность звука,в Вт - 20

Smart TV - Да

Поддержка HDR - Да

Система звучания - 2.0

Поддержка беспроводных технологий - Bluetooth, Wi-Fi

Воспроизведение мультимедиа с USB - Да

Разъёмы: HDMI - 3; USB - 2; Слот CI - 1; Антенный разъем - 2; AV RCA - 1; Component - 1; Optical - 1; RJ-45 - 1",55000.0,93,29,excellent
Sony,KDL-55W808C,"Телевизор в отличном состоянии, не перевозился, пылинки с него сдували. 
Нет засветов и битых пикселей. Разрешение FULL HD, операционная система Android TV. 

Сборка Словакия. Только самовывоз - ВДНХ. Упаковки коробки нет, смогу упаковать в пупырчатую пленку.",34000.0,187,29,excellent
Samsung,CS-21K9Q,Полностью рабочий. Не использовался уже несколько лет.занимает место поэтому продаю да и телевизор не смотрю.на дачу к примеру отличный вариант,1500.0,43,21,good
Philips,21PT1354,В рабочем состоянии. Пульт прилагается,2500.0,75,8,good
Sony,KDF-50E2000,"Продам проэкционный телевизор в рабочем состоянии. Из минусов - нет пульта, можно подобрать и использовать любой универсальный.  HD, стереозвук dolby digital. Объёмное звучание. порты hdmi",6000.0,120,3,good
Thomson,T48D16SF-01B,"TV Thomson T48D16SF-01B показывает, но низ экрана прижали и появилась трещина и экран треснул",2500.0,78,5,bad
SUZUKI,SC-1536,Телевизор 38 см по диагонали. Япония.,3000.0,109,26,no_data
Sony,KDL-32S3000,"В отличном состоянии, работает, пульт в наличии",10000.0,167,18,excellent
Thomson,T32D16DH-01B,"THOMSON T32D16DH-01B , диагональ 32 , со встроенной цифровой тв приставкой ,  , в отличном рабочем и внешнем состоянии , очень удобное и понятное меню, нужные разные разъёмы пульт утерян",8000.0,54,19,excellent
LG,55LA620S,"Продам б.у. телевизор в рабочем состоянии, без антенны, 54"" диагональ, марки Голд Стар",3000.0,62,12,good
Mystery,MTV-2607W,Продам телевизор в работоспособном состоянии. Пиксели все целые.,5000.0,146,5,good
Hisense,H43B7100,"Телевизор полностью рабочий, необходима востановить шлейф. 

Smart TV

Операционная система VIDAA

Поддержка Smart TV

Стандарт Wi-Fi 4 (802.11n)

Тип подсветки экрана Direct LED

Диагональ экрана 43"", 108 см

Разрешение экрана 4K UltraHD, 3840x2160

Формат экрана 16:9

Стандарты HDTV

Ultra HD (4K) 2160p

Технология HDR есть

Поддержка HDR есть",7000.0,71,25,bad
BBK,LEM2685FDTG,"Хорошее состояние, показывает отлично пуль есть, встроенный цифровой тв тюнер, возможна доставка",7000.0,25,4,good
Irbis,32H1T019B,"Телевизор новый !! В отличном состоянии 
Цветного изображения , жидкокристаллический с цифровым и спутниковыми тюнерами 
32 дюйма

(Есть ещё Смарт только другой фирмы , пишите )",9000.0,134,1,excellent
Philips,42HF7845,"Продаю профессиональный ЖК телевизор Philips 42HF7845/10. Диагональ 42"" (107 см). Отличное состояние и изображение.
Произведен в Венгрии, качественный и надежный.
Техническая информация о телевизоре есть на сайте philips (в поиске по артикулу 42HF7845/10)
Самовывоз м.Новогиреево.",8999.0,96,12,excellent
Shivaki,STV-49LED18S,Разбитый,2000.0,163,12,bad
Samsung,UE75TU7100U,Разбитый,1000.0,28,14,bad
LG,32LH595U,"Продаю телевизор, в хорошем состоянии, всё работает.",9000.0,59,22,good
Samsung,UE50HU7000,На запчасти.Поврежден экран.Удар пульта управления.,5000.0,195,4,bad
TELEFUNKEN,TF-LED32S34,"В комплекте пульт, подставка. В подарок крепление к стене",10000.0,30,25,no_data
LG,32LV3700,"Сломалась мат.плата, продаем под ремонт или на запчасти, в остальном все рабочее
Возможна доставка по Таганрогу",4000.0,1,8,bad
Hisense,43A6BG,"Продаю все нажитое в связи с переездом. Продам отличный 4к телевизор с поддержкой HDR Dolby vision, смарт ТВ, диагональ 43 дюйма. В использовании 2 месяца, на гарантии, куплен в Эльдорадо, комплект полный, чек на руках, брал по акции за 27990. Аргументированный торг. Проблем никаких, состояние как с магазина. Аргументированный торг.",17000.0,29,30,excellent
Xiaomi,L43M5-5ARU,"Телевизор в новом состоянии, покупался в декабре 2021 года, в использовании был 3 месяца, продаётся в связи не надобностью.
Все вопросы в лс.
Торг на усмотрение",29000.0,199,11,new
Samsung,QE50Q80AAU,"Телевизор в идеальном состояний,😊👍 премиум класса🙏,телик супер🔥🔥любые проверки с вашей стороны приветствуются.🙏👍",60000.0,172,20,excellent
LG,32LN541V,"Разбита матрица. Полсветка загорается, звук с HD идет.",2000.0,37,9,bad
Samsung,UE55AU7100U,"Продам телевизор Samsung 55 диагонали в комплекте пульт ножки , не работает экран не знаю что с ним просто сам по себе перестал показывать , включается и сразу выключается но картинку не успевает показать , экран целый без торга",5000.0,186,24,bad
Hitachi,C21-TF751SNT,"Рабочий ,без пульта",300.0,47,19,good
Samsung,UE32EH5307,"Продам телевизор самсунг смарт тв, сам телевизор работает, при включении каналов есть звук, но нет изображения. Приезжал мастер, сказал что сломалась подсветка дисплея, сказал ремонт будет стоить 4-5 тысяч если делать оригинальными запчастями, если китайскими то еще дешевле. 
По интересующим вопросам пишите! Есть торг!",3000.0,98,9,bad
KIVI,43U700GR,"На запчасти, разбит экран, не показывает",2000.0,49,2,bad
Витязь,32LH0202,"Телевизор Витязь, в хорошем состоянии

32 диагональ,

Без Вайфай

Без smart TV 

Больше ассортимента у меня В профиле",7999.0,127,25,good
Витязь,37ТЦ6024,"Большой экран
Отличный рабочий вариант",1000.0,70,5,good
Philips,37PF9830,"Целиком на зч,матрица целая,неисправна мат плата",999.0,156,19,bad
DEXP,H32C7200K,"Диагональ 32"" (81 см)
Разрешение HD
Частота обновления экрана 60 Гц
Технология экрана LED
Разъемы и интерфейсы AV-вход, USB Type-A x 2, вход HDMI x 3, вход VGA, вход аудио оптический, выход аудио коаксиальный, выход на наушники, композитный видеовход, слот CI/CI+
Без Smart TV
Разрешение 1366x768
Тип подсветки Direct LED
Мощность звука 6 Вт
Яркость 250 кд/м2
Контрастность 3000:1
Время отклика пикселя 8 мс",10000.0,118,25,no_data
Philips,32PFL4268T,"Продаю телевизор 32 диагонали в полностью исправном состоянии, Смарт тв. Пульт, ножка, все есть. Самовывоз город Раменское или метро жулебино по договорённости.",5000.0,190,24,good
Panasonic,TH-42PA20,"В рабочем состоянии, пульт",6500.0,31,13,good
Samsung,V32F390SIX,"Продаю телевизор - монитор, изогнутый экран, разрешение Full HD, Smart TV .",16000.0,181,25,no_data
Samsung,UE24H4070AU,"Телевизор на запчасти.
Разбит экран это 100%
Телевизор Samsung на детали, что именно с ним не знаю. Самсунг продаю срочно ,так что торг уместен. Только самовывоз!",1500.0,73,18,bad
Samsung,UE49KU6300U,"Телевизор Samsung 2016 года, диагональ 49. Модель ue49ku6300u.
В идеале, пользовались мало. Пульт слегка заедает единственное из недостатков.
Территориально - Индустриальный проспект.",27000.0,150,19,excellent
Philips,42PF9830,"Плазменный Телевизор Филипс диагональ 107 см. 
Все опции и функции работают , под цветка  сзади мигает переливается. 
Пульт не работает.можно управлять с телефона!",10000.0,160,14,good
Erisson,50ULX9000T2,Телевизор новый.  Покупали на офис для показа презентаций. Офис закрываем.. Есть настенные крепление,25000.0,65,5,new
Polar,37CTV3070,"Телевизор в хорошем состоянии.  В комплект идет приставка на 20 каналов. И кронштейн.Продаю из-за ненадобности. Диогональ 14(37см), формат экран 4:3, стереозвук есть. Выход AV, вход AVx2 аудия х2. Размеры (ш,в,г)  410*336*291мм. Потребляемая мочность 65 Вт. Акустика 2 динамика . Поддерживаемые форматы входного сигнала : 480i, 576 i.",2000.0,166,12,good
BBK,32LEX-5045/T2C,"Экран

Диагональ

32""

Разрешение HD

HD

Разрешение

1366x768

Тип

ЖК

Формат телевизора

16:9

Тип подсветки

Direct LED

Технология экрана

LED

Яркость

250 кд/м2

Контрастность

3000:1

Угол обзора

178 градусов

Частота обновления экрана

50 Гц

Звук

Функции звука

объемное звучание (Surround), стереозвук

Суммарная мощность звука

16 Вт

Количество динамиков

2

Разъемы и интерфейсы

Разъемы и интерфейсы

AV-вход, Ethernet - RJ-45, USB Type-A x 2, вход HDMI x 2, выход аудио коаксиальный, выход на наушники, композитный видеовход, слот CI, слот CI/CI+

Версия интерфейса HDMI

1.4

Беспроводная связь

Wi-Fi

Мультимедиа

Платформа Smart TV

Android

Поддержка мультимедиа

DivX, HEVC (H.265), MP3, MPEG4, XviD

Поддержка цифрового ТВ

DVB-C, DVB-C MPEG4, DVB-T, DVB-T MPEG4, DVB-T2

TV-тюнер (аналоговый)

есть

Дополнительные функции

Особенности

Time Shift, защита от детей

Стандарт крепления VESA

100×100 мм

Размер встроенной памяти

4 ГБ

Запись видео

на USB-накопитель

Потребляемая мощность

56 Вт

Год создания модели

2018

Габариты

Размеры с подставкой (ШxВxГ)

729x469x168 мм

Вес

3 кг

Размеры без подставки (ШxВxГ)

729x429x76 мм",7500.0,65,9,no_data
LG,42LF551C,"Full hd, 42 дюйма 50гц lg-42LF550V
Более подробное описание можно найти на сайте lg
Поврежден шлейф, на экране есть полоса ( на фото видно, легкое мерцание ) решается заменой шлейфа, просто не стал возиться и заменил тв.",4999.0,89,14,bad
Samsung,CK-5081ZR,Продаётся телик старый в рабочем состояни,990.0,174,22,good
Orion,ПТ-71ЖК-100,"На экране есть дефекты,27дюймов",2200.0,159,11,satisfactory
Haier,LE24K6000S,"Сломана матрица, корпус целый",500.0,27,29,bad
Sharp,29L-FG5RU,"Телевизор SHARP 29 L - FG5RU 29"" тип ЭЛТ с плоским цветным экраном  29 "" / 70 см.

Размеры телевизора : ширина  810 , высота 618 , глубина 517 

б/у в отличном состоянии !

Четкое изображение, всё работает, пульт в комплекте. 

Подойдёт и в дом и на дачу. 

Самовывоз военвед, так как довольно тяжёлый!!! 

Пёс для привлечения внимания 🥰",2500.0,126,21,excellent
