seller_id;quantity;date
133;35;2021-06-17
404;19;2021-06-28
432;24;2021-06-10
367;8;2021-06-16
441;48;2021-06-23
219;9;2021-06-16
142;9;2021-06-12
184;44;2021-06-24
493;27;2021-06-04
283;18;2021-06-23
382;14;2021-06-26
64;22;2021-06-14
130;7;2021-06-19
396;15;2021-06-05
234;62;2021-06-14
391;24;2021-06-24
362;24;2021-06-11
484;9;2021-06-08
25;8;2021-06-28
197;62;2021-06-24
325;10;2021-06-27
8;176;2021-06-24
1;252;2021-06-24
361;4;2021-06-18
402;14;2021-06-24
55;10;2021-06-10
150;61;2021-06-23
199;41;2021-06-23
306;33;2021-06-19
60;17;2021-06-10
142;47;2021-06-23
363;11;2021-06-09
330;44;2021-06-14
422;16;2021-06-21
484;23;2021-06-27
226;13;2021-06-11
484;22;2021-06-26
19;14;2021-06-27
131;17;2021-06-02
281;13;2021-06-15
467;35;2021-06-24
397;7;2021-06-06
210;31;2021-06-23
406;13;2021-06-17
70;16;2021-06-19
7;14;2021-06-16
275;21;2021-06-20
283;25;2021-06-15
107;17;2021-06-09
385;17;2021-06-18
337;18;2021-06-17
462;17;2021-06-04
112;16;2021-06-16
186;29;2021-06-01
388;10;2021-06-13
257;27;2021-06-15
389;28;2021-06-25
59;12;2021-06-11
244;9;2021-06-15
315;12;2021-06-06
365;26;2021-06-13
43;36;2021-06-16
363;21;2021-06-20
151;11;2021-06-11
36;12;2021-06-19
259;15;2021-06-10
463;18;2021-06-20
490;24;2021-06-14
151;22;2021-06-06
228;17;2021-06-16
303;19;2021-06-23
69;11;2021-06-22
159;25;2021-06-19
340;24;2021-06-18
72;24;2021-06-13
16;9;2021-06-06
364;17;2021-06-18
208;9;2021-06-18
164;16;2021-06-10
156;6;2021-06-02
252;18;2021-06-13
281;23;2021-06-19
279;17;2021-06-19
472;15;2021-06-25
340;10;2021-06-20
495;10;2021-06-02
295;16;2021-06-11
308;11;2021-06-11
396;18;2021-06-03
312;9;2021-06-13
292;9;2021-06-02
189;15;2021-06-10
127;61;2021-06-23
351;11;2021-06-09
232;42;2021-06-13
120;31;2021-06-09
263;6;2021-06-03
303;16;2021-06-11
124;23;2021-06-09
256;38;2021-06-24
24;55;2021-06-09
29;8;2021-06-15
258;20;2021-06-13
287;8;2021-06-18
206;30;2021-06-01
437;24;2021-06-23
82;8;2021-06-01
260;17;2021-06-19
50;80;2021-06-14
42;12;2021-06-04
345;16;2021-06-10
276;17;2021-06-15
490;9;2021-06-18
192;21;2021-06-05
288;3;2021-06-13
296;10;2021-06-06
102;84;2021-06-14
307;14;2021-06-21
397;12;2021-06-25
421;16;2021-06-11
381;36;2021-06-23
136;4;2021-06-06
82;15;2021-06-22
46;24;2021-06-06
332;20;2021-06-24
421;14;2021-06-07
267;18;2021-06-13
220;22;2021-06-14
11;24;2021-06-07
422;12;2021-06-16
410;16;2021-06-19
234;21;2021-06-17
117;16;2021-06-02
241;25;2021-06-01
449;11;2021-06-17
475;17;2021-06-27
256;8;2021-06-18
311;13;2021-06-03
37;27;2021-06-07
344;5;2021-06-15
54;13;2021-06-09
351;20;2021-06-05
0;48;2021-06-18
246;25;2021-06-26
397;20;2021-06-21
3;40;2021-06-25
417;12;2021-06-02
276;7;2021-06-20
446;14;2021-06-23
9;19;2021-06-17
484;28;2021-06-24
154;9;2021-06-03
274;17;2021-06-25
2;9;2021-06-25
275;18;2021-06-07
94;12;2021-06-25
428;30;2021-06-24
136;4;2021-06-04
441;26;2021-06-15
140;21;2021-06-11
334;13;2021-06-18
128;22;2021-06-12
305;16;2021-06-10
166;28;2021-06-18
259;13;2021-06-01
323;16;2021-06-05
24;24;2021-06-13
185;26;2021-06-04
448;10;2021-06-05
201;12;2021-06-08
100;12;2021-06-09
265;15;2021-06-10
96;11;2021-06-03
201;7;2021-06-10
142;22;2021-06-09
331;11;2021-06-22
415;39;2021-06-28
354;18;2021-06-01
195;20;2021-06-02
58;13;2021-06-10
415;15;2021-06-26
24;36;2021-06-12
196;11;2021-06-11
197;15;2021-06-08
59;17;2021-06-07
183;8;2021-06-10
394;8;2021-06-03
316;20;2021-06-16
284;23;2021-06-05
341;21;2021-06-06
197;11;2021-06-26
414;8;2021-06-11
113;42;2021-06-14
189;19;2021-06-14
424;16;2021-06-10
92;18;2021-06-12
397;10;2021-06-16
115;54;2021-06-24
83;31;2021-06-17
366;13;2021-06-04
82;13;2021-06-21
317;30;2021-06-02
39;11;2021-06-15
83;35;2021-06-28
72;8;2021-06-12
159;22;2021-06-18
62;5;2021-06-19
425;18;2021-06-06
431;11;2021-06-13
350;7;2021-06-11
452;6;2021-06-03
433;19;2021-06-28
185;17;2021-06-05
437;8;2021-06-15
259;18;2021-06-19
55;19;2021-06-18
177;12;2021-06-10
18;10;2021-06-04
179;17;2021-06-17
465;22;2021-06-24
65;18;2021-06-17
150;26;2021-06-26
251;5;2021-06-16
424;20;2021-06-27
477;42;2021-06-23
4;13;2021-06-09
475;12;2021-06-09
149;10;2021-06-15
387;4;2021-06-10
82;12;2021-06-14
108;13;2021-06-04
213;31;2021-06-12
32;10;2021-06-26
486;27;2021-06-14
345;18;2021-06-15
137;15;2021-06-02
251;20;2021-06-07
238;13;2021-06-16
287;51;2021-06-14
292;12;2021-06-10
177;21;2021-06-01
315;32;2021-06-16
362;13;2021-06-27
216;11;2021-06-26
383;9;2021-06-19
483;15;2021-06-01
91;37;2021-06-16
321;31;2021-06-23
229;17;2021-06-01
51;34;2021-06-26
331;11;2021-06-08
473;15;2021-06-17
474;15;2021-06-09
317;35;2021-06-23
178;20;2021-06-18
405;16;2021-06-07
52;19;2021-06-06
194;70;2021-06-14
49;21;2021-06-20
460;2;2021-06-26
473;20;2021-06-21
297;16;2021-06-19
93;23;2021-06-25
22;144;2021-06-24
260;23;2021-06-11
442;33;2021-06-22
291;16;2021-06-05
175;23;2021-06-16
365;14;2021-06-15
116;11;2021-06-07
55;16;2021-06-21
196;37;2021-06-12
222;7;2021-06-07
105;27;2021-06-02
6;23;2021-06-28
276;52;2021-06-14
369;8;2021-06-15
72;16;2021-06-09
155;44;2021-06-15
291;12;2021-06-07
256;15;2021-06-17
391;24;2021-06-08
424;9;2021-06-09
140;16;2021-06-08
485;11;2021-06-04
165;31;2021-06-08
117;21;2021-06-20
63;21;2021-06-02
245;12;2021-06-15
330;17;2021-06-03
276;45;2021-06-24
29;16;2021-06-18
21;30;2021-06-18
426;18;2021-06-24
1;10;2021-06-05
9;16;2021-06-04
309;50;2021-06-24
244;24;2021-06-27
165;10;2021-06-18
267;17;2021-06-26
98;12;2021-06-26
327;14;2021-06-18
399;5;2021-06-22
309;12;2021-06-07
239;23;2021-06-25
202;21;2021-06-12
382;9;2021-06-05
145;12;2021-06-09
239;6;2021-06-16
68;12;2021-06-06
298;50;2021-06-14
434;14;2021-06-22
156;29;2021-06-19
492;15;2021-06-15
59;8;2021-06-01
169;19;2021-06-21
224;18;2021-06-06
159;21;2021-06-05
172;10;2021-06-19
107;21;2021-06-19
60;10;2021-06-04
330;22;2021-06-12
408;40;2021-06-13
339;19;2021-06-18
311;22;2021-06-12
84;100;2021-06-13
300;22;2021-06-27
281;23;2021-06-16
136;15;2021-06-22
313;23;2021-06-09
322;2;2021-06-16
402;20;2021-06-18
30;139;2021-06-24
340;13;2021-06-22
13;18;2021-06-17
255;14;2021-06-02
387;12;2021-06-13
196;7;2021-06-17
218;55;2021-06-14
58;8;2021-06-22
134;18;2021-06-26
23;20;2021-06-03
110;12;2021-06-27
36;27;2021-06-09
67;19;2021-06-21
431;21;2021-06-02
293;46;2021-06-14
203;20;2021-06-21
354;17;2021-06-09
165;15;2021-06-09
335;12;2021-06-09
395;2;2021-06-28
171;28;2021-06-22
313;7;2021-06-08
64;51;2021-06-23
350;9;2021-06-10
247;56;2021-06-24
153;14;2021-06-18
324;15;2021-06-18
44;7;2021-06-21
253;14;2021-06-03
98;24;2021-06-08
300;8;2021-06-25
304;24;2021-06-10
18;19;2021-06-17
321;11;2021-06-09
11;13;2021-06-18
83;35;2021-06-25
275;16;2021-06-26
248;4;2021-06-11
172;17;2021-06-06
442;37;2021-06-14
401;13;2021-06-20
332;11;2021-06-21
75;21;2021-06-09
198;23;2021-06-17
249;19;2021-06-25
144;7;2021-06-02
253;51;2021-06-24
69;15;2021-06-07
312;7;2021-06-25
88;20;2021-06-17
417;22;2021-06-15
94;31;2021-06-07
217;25;2021-06-22
295;7;2021-06-22
213;30;2021-06-13
64;13;2021-06-27
224;17;2021-06-02
414;4;2021-06-10
226;48;2021-06-24
215;17;2021-06-20
490;25;2021-06-11
192;17;2021-06-19
471;15;2021-06-16
121;23;2021-06-19
27;12;2021-06-01
10;172;2021-06-13
171;17;2021-06-26
105;25;2021-06-07
289;6;2021-06-19
222;17;2021-06-01
300;29;2021-06-12
173;15;2021-06-09
279;25;2021-06-16
145;22;2021-06-21
159;21;2021-06-08
466;40;2021-06-16
256;9;2021-06-20
416;26;2021-06-23
349;10;2021-06-21
113;20;2021-06-28
210;68;2021-06-14
214;22;2021-06-04
148;18;2021-06-04
90;18;2021-06-19
341;29;2021-06-21
350;9;2021-06-08
481;19;2021-06-18
183;24;2021-06-09
373;8;2021-06-19
415;42;2021-06-14
305;14;2021-06-12
432;20;2021-06-14
351;8;2021-06-19
425;12;2021-06-21
455;16;2021-06-25
384;24;2021-06-15
361;24;2021-06-11
299;8;2021-06-19
127;4;2021-06-02
450;16;2021-06-16
305;24;2021-06-20
366;13;2021-06-28
485;27;2021-06-24
3;12;2021-06-07
232;7;2021-06-19
98;27;2021-06-06
198;19;2021-06-18
8;11;2021-06-01
117;22;2021-06-19
217;15;2021-06-28
54;10;2021-06-06
177;15;2021-06-24
475;14;2021-06-16
115;36;2021-06-23
311;20;2021-06-11
398;21;2021-06-25
59;13;2021-06-20
222;12;2021-06-26
99;16;2021-06-27
157;35;2021-06-13
474;10;2021-06-07
258;12;2021-06-08
407;8;2021-06-13
316;17;2021-06-25
102;30;2021-06-25
451;15;2021-06-16
34;33;2021-06-02
459;15;2021-06-03
235;31;2021-06-23
439;15;2021-06-02
477;25;2021-06-13
100;10;2021-06-10
36;13;2021-06-07
216;18;2021-06-12
136;74;2021-06-24
231;26;2021-06-26
216;15;2021-06-17
395;14;2021-06-01
216;13;2021-06-20
283;29;2021-06-27
251;26;2021-06-14
485;30;2021-06-08
130;22;2021-06-18
391;18;2021-06-07
121;11;2021-06-16
181;14;2021-06-03
430;19;2021-06-20
65;19;2021-06-07
449;19;2021-06-13
14;178;2021-06-24
17;75;2021-06-23
492;20;2021-06-10
126;10;2021-06-25
116;12;2021-06-05
333;19;2021-06-08
369;11;2021-06-21
318;23;2021-06-09
471;35;2021-06-14
259;8;2021-06-11
344;15;2021-06-12
204;16;2021-06-11
132;49;2021-06-14
404;13;2021-06-11
272;17;2021-06-16
365;12;2021-06-07
395;32;2021-06-21
192;64;2021-06-14
85;19;2021-06-21
298;33;2021-06-16
272;37;2021-06-04
271;57;2021-06-14
341;21;2021-06-10
266;23;2021-06-21
404;17;2021-06-03
190;10;2021-06-02
232;28;2021-06-07
353;8;2021-06-06
111;11;2021-06-12
476;3;2021-06-12
439;18;2021-06-01
417;29;2021-06-24
144;9;2021-06-05
109;12;2021-06-12
290;29;2021-06-13
330;22;2021-06-07
424;35;2021-06-24
258;8;2021-06-07
238;29;2021-06-23
200;22;2021-06-08
93;19;2021-06-06
370;21;2021-06-01
104;23;2021-06-27
85;11;2021-06-17
186;32;2021-06-19
427;23;2021-06-13
213;20;2021-06-04
322;16;2021-06-04
335;10;2021-06-25
456;8;2021-06-11
52;14;2021-06-11
25;13;2021-06-16
209;17;2021-06-26
322;30;2021-06-12
319;18;2021-06-11
283;27;2021-06-12
163;23;2021-06-15
22;17;2021-06-16
381;19;2021-06-19
392;6;2021-06-06
284;4;2021-06-25
36;6;2021-06-18
370;12;2021-06-05
342;17;2021-06-22
239;30;2021-06-21
429;17;2021-06-22
336;20;2021-06-28
365;16;2021-06-08
17;23;2021-06-10
300;18;2021-06-15
171;9;2021-06-05
204;10;2021-06-04
262;61;2021-06-13
472;16;2021-06-07
99;19;2021-06-23
68;19;2021-06-16
382;15;2021-06-19
272;20;2021-06-01
284;26;2021-06-26
293;13;2021-06-12
302;16;2021-06-18
141;15;2021-06-03
391;4;2021-06-09
117;31;2021-06-24
75;29;2021-06-10
12;8;2021-06-26
255;14;2021-06-05
173;69;2021-06-13
306;9;2021-06-26
183;16;2021-06-21
148;17;2021-06-09
218;13;2021-06-05
351;42;2021-06-28
181;10;2021-06-10
356;14;2021-06-20
140;72;2021-06-13
368;11;2021-06-25
390;38;2021-06-03
320;17;2021-06-02
19;7;2021-06-12
413;18;2021-06-03
398;18;2021-06-15
6;16;2021-06-20
301;11;2021-06-21
86;20;2021-06-26
311;23;2021-06-01
94;10;2021-06-20
106;17;2021-06-18
49;17;2021-06-10
434;16;2021-06-07
331;12;2021-06-16
452;19;2021-06-20
361;13;2021-06-08
436;21;2021-06-11
417;22;2021-06-01
348;17;2021-06-11
404;18;2021-06-04
434;12;2021-06-06
201;28;2021-06-13
69;24;2021-06-18
423;18;2021-06-06
31;26;2021-06-28
148;16;2021-06-16
139;43;2021-06-23
490;15;2021-06-26
385;5;2021-06-08
211;26;2021-06-24
202;11;2021-06-06
21;33;2021-06-01
196;31;2021-06-24
351;9;2021-06-07
362;8;2021-06-28
426;35;2021-06-14
251;11;2021-06-09
295;39;2021-06-24
434;14;2021-06-11
33;15;2021-06-19
214;27;2021-06-13
207;11;2021-06-21
171;68;2021-06-14
4;133;2021-06-24
385;9;2021-06-28
202;22;2021-06-07
203;24;2021-06-04
438;26;2021-06-15
414;28;2021-06-20
210;13;2021-06-19
106;13;2021-06-02
120;44;2021-06-13
323;5;2021-06-10
498;20;2021-06-28
156;16;2021-06-14
19;10;2021-06-21
127;20;2021-06-26
195;24;2021-06-22
78;12;2021-06-22
165;19;2021-06-15
454;17;2021-06-02
132;13;2021-06-15
249;8;2021-06-09
470;25;2021-06-02
181;15;2021-06-17
288;28;2021-06-14
421;37;2021-06-24
202;14;2021-06-25
400;19;2021-06-05
370;23;2021-06-15
448;25;2021-06-17
415;12;2021-06-19
407;10;2021-06-09
359;21;2021-06-28
150;11;2021-06-07
130;12;2021-06-02
101;90;2021-06-14
98;2;2021-06-17
167;31;2021-06-27
184;3;2021-06-21
301;28;2021-06-15
279;49;2021-06-14
46;19;2021-06-28
6;121;2021-06-14
53;10;2021-06-19
166;18;2021-06-06
211;18;2021-06-02
210;22;2021-06-10
177;8;2021-06-27
379;19;2021-06-01
88;32;2021-06-08
319;26;2021-06-04
398;16;2021-06-13
308;13;2021-06-07
73;24;2021-06-21
216;14;2021-06-22
92;6;2021-06-25
5;23;2021-06-08
176;13;2021-06-16
159;29;2021-06-09
336;19;2021-06-26
160;19;2021-06-15
252;7;2021-06-28
486;11;2021-06-23
273;23;2021-06-27
187;6;2021-06-08
225;16;2021-06-01
317;18;2021-06-03
131;38;2021-06-13
327;17;2021-06-25
191;47;2021-06-14
480;19;2021-06-01
461;15;2021-06-01
493;11;2021-06-05
38;108;2021-06-24
203;12;2021-06-22
58;21;2021-06-26
416;16;2021-06-27
423;13;2021-06-20
61;55;2021-06-14
120;32;2021-06-23
73;21;2021-06-05
279;14;2021-06-15
385;8;2021-06-03
391;39;2021-06-23
338;13;2021-06-07
131;8;2021-06-03
115;6;2021-06-08
36;18;2021-06-21
223;14;2021-06-11
143;75;2021-06-24
425;14;2021-06-04
87;14;2021-06-28
126;18;2021-06-12
192;20;2021-06-15
330;16;2021-06-08
267;22;2021-06-10
438;15;2021-06-11
163;7;2021-06-10
469;7;2021-06-01
490;14;2021-06-22
285;25;2021-06-23
229;17;2021-06-03
339;17;2021-06-12
130;7;2021-06-04
474;24;2021-06-02
216;21;2021-06-11
425;21;2021-06-07
293;14;2021-06-05
315;13;2021-06-07
75;20;2021-06-18
141;19;2021-06-05
482;18;2021-06-13
407;29;2021-06-15
63;10;2021-06-15
305;14;2021-06-06
475;25;2021-06-19
137;14;2021-06-22
389;27;2021-06-24
397;26;2021-06-05
312;10;2021-06-21
48;21;2021-06-28
251;19;2021-06-22
96;28;2021-06-22
359;7;2021-06-05
384;15;2021-06-26
149;6;2021-06-09
412;35;2021-06-10
206;3;2021-06-16
27;6;2021-06-19
95;34;2021-06-26
173;3;2021-06-12
118;18;2021-06-01
46;127;2021-06-13
465;24;2021-06-14
277;43;2021-06-24
14;16;2021-06-09
153;8;2021-06-07
7;30;2021-06-12
15;20;2021-06-02
227;9;2021-06-06
493;9;2021-06-18
443;11;2021-06-16
385;30;2021-06-09
420;23;2021-06-26
253;14;2021-06-01
330;17;2021-06-13
177;23;2021-06-05
121;3;2021-06-26
86;7;2021-06-18
376;11;2021-06-28
293;10;2021-06-21
122;37;2021-06-23
118;33;2021-06-23
101;42;2021-06-23
157;5;2021-06-09
421;8;2021-06-25
265;23;2021-06-17
302;16;2021-06-19
460;46;2021-06-14
325;16;2021-06-03
412;25;2021-06-13
358;17;2021-06-08
83;24;2021-06-12
36;12;2021-06-17
347;10;2021-06-18
76;27;2021-06-15
418;10;2021-06-20
452;25;2021-06-23
394;17;2021-06-11
186;39;2021-06-23
425;11;2021-06-18
62;14;2021-06-08
378;16;2021-06-06
163;18;2021-06-04
216;29;2021-06-09
408;13;2021-06-12
45;15;2021-06-12
261;35;2021-06-23
171;27;2021-06-21
288;18;2021-06-28
250;9;2021-06-08
52;61;2021-06-14
25;14;2021-06-08
326;23;2021-06-03
212;17;2021-06-22
44;20;2021-06-11
304;19;2021-06-02
134;60;2021-06-14
170;10;2021-06-12
48;119;2021-06-13
223;2;2021-06-26
329;11;2021-06-06
169;20;2021-06-11
226;28;2021-06-19
418;8;2021-06-15
482;10;2021-06-21
400;25;2021-06-23
430;20;2021-06-08
141;6;2021-06-18
31;12;2021-06-01
190;22;2021-06-11
111;26;2021-06-19
366;17;2021-06-21
164;24;2021-06-21
329;3;2021-06-28
272;45;2021-06-24
431;27;2021-06-11
243;12;2021-06-21
16;9;2021-06-12
141;17;2021-06-01
128;36;2021-06-23
300;29;2021-06-23
70;14;2021-06-15
305;12;2021-06-28
62;12;2021-06-21
157;21;2021-06-21
290;16;2021-06-28
385;38;2021-06-14
355;45;2021-06-23
85;9;2021-06-28
43;20;2021-06-25
234;12;2021-06-12
293;20;2021-06-19
189;13;2021-06-18
299;6;2021-06-25
396;29;2021-06-04
123;28;2021-06-19
178;22;2021-06-05
309;12;2021-06-28
2;34;2021-06-27
34;108;2021-06-24
469;33;2021-06-06
90;16;2021-06-09
113;13;2021-06-09
463;16;2021-06-13
105;22;2021-06-15
267;13;2021-06-27
82;22;2021-06-27
436;12;2021-06-12
158;18;2021-06-12
29;38;2021-06-20
248;12;2021-06-19
60;20;2021-06-27
67;43;2021-06-23
237;15;2021-06-20
144;18;2021-06-03
197;34;2021-06-14
308;17;2021-06-16
4;16;2021-06-04
289;28;2021-06-06
322;44;2021-06-14
229;8;2021-06-17
344;18;2021-06-23
86;8;2021-06-28
183;12;2021-06-16
259;23;2021-06-21
394;15;2021-06-12
145;16;2021-06-06
238;17;2021-06-03
429;19;2021-06-16
357;16;2021-06-15
142;66;2021-06-14
206;17;2021-06-26
471;18;2021-06-11
232;9;2021-06-27
378;12;2021-06-16
114;19;2021-06-02
119;13;2021-06-16
473;20;2021-06-27
357;20;2021-06-04
109;15;2021-06-07
58;20;2021-06-16
212;21;2021-06-26
176;22;2021-06-13
106;9;2021-06-03
406;17;2021-06-16
278;15;2021-06-07
460;7;2021-06-21
429;14;2021-06-05
128;6;2021-06-10
459;31;2021-06-13
474;11;2021-06-12
461;13;2021-06-06
236;20;2021-06-07
126;26;2021-06-14
432;11;2021-06-17
318;27;2021-06-22
13;15;2021-06-16
20;7;2021-06-22
333;12;2021-06-23
301;9;2021-06-19
352;16;2021-06-09
181;6;2021-06-18
61;22;2021-06-25
98;21;2021-06-05
123;14;2021-06-11
101;5;2021-06-26
443;16;2021-06-23
271;11;2021-06-12
18;26;2021-06-20
384;22;2021-06-23
24;14;2021-06-02
179;26;2021-06-26
470;9;2021-06-04
421;17;2021-06-18
452;19;2021-06-21
206;8;2021-06-10
123;11;2021-06-08
53;6;2021-06-07
340;10;2021-06-26
438;16;2021-06-16
366;24;2021-06-20
160;22;2021-06-02
130;17;2021-06-07
424;12;2021-06-14
31;131;2021-06-13
145;19;2021-06-05
45;13;2021-06-25
19;7;2021-06-02
104;10;2021-06-01
269;15;2021-06-12
153;20;2021-06-25
339;19;2021-06-27
307;14;2021-06-17
172;36;2021-06-08
257;35;2021-06-13
410;29;2021-06-24
105;6;2021-06-06
81;25;2021-06-06
467;13;2021-06-05
135;23;2021-06-16
48;109;2021-06-14
377;7;2021-06-25
266;27;2021-06-18
136;9;2021-06-02
3;23;2021-06-05
478;20;2021-06-12
177;8;2021-06-25
294;19;2021-06-13
318;32;2021-06-15
359;9;2021-06-10
105;6;2021-06-09
283;16;2021-06-01
439;9;2021-06-21
2;15;2021-06-09
2;25;2021-06-19
291;17;2021-06-02
54;18;2021-06-08
179;19;2021-06-15
27;10;2021-06-11
335;19;2021-06-04
467;22;2021-06-01
333;20;2021-06-20
87;16;2021-06-05
331;14;2021-06-21
122;18;2021-06-21
454;12;2021-06-13
36;11;2021-06-10
228;3;2021-06-01
343;13;2021-06-26
84;12;2021-06-02
239;15;2021-06-19
380;15;2021-06-05
398;16;2021-06-01
30;13;2021-06-26
248;27;2021-06-12
421;11;2021-06-19
335;6;2021-06-27
394;25;2021-06-14
13;90;2021-06-14
307;27;2021-06-14
244;7;2021-06-18
372;7;2021-06-09
360;9;2021-06-20
201;12;2021-06-11
242;11;2021-06-09
416;6;2021-06-01
17;19;2021-06-11
413;22;2021-06-05
445;14;2021-06-17
408;28;2021-06-14
253;16;2021-06-18
40;30;2021-06-16
31;66;2021-06-14
210;15;2021-06-12
160;10;2021-06-18
208;19;2021-06-27
276;9;2021-06-03
45;37;2021-06-05
27;10;2021-06-07
329;14;2021-06-07
366;23;2021-06-01
464;11;2021-06-09
31;17;2021-06-10
224;19;2021-06-03
210;11;2021-06-11
158;54;2021-06-13
303;8;2021-06-25
334;16;2021-06-17
437;4;2021-06-19
147;17;2021-06-03
314;22;2021-06-11
264;25;2021-06-25
130;13;2021-06-05
208;53;2021-06-14
295;8;2021-06-27
190;7;2021-06-15
179;17;2021-06-25
266;11;2021-06-20
298;27;2021-06-06
17;13;2021-06-25
444;14;2021-06-07
327;29;2021-06-24
55;11;2021-06-28
106;17;2021-06-15
195;22;2021-06-13
46;11;2021-06-16
409;51;2021-06-14
204;25;2021-06-20
82;18;2021-06-26
426;18;2021-06-15
274;13;2021-06-03
152;74;2021-06-24
243;17;2021-06-26
162;16;2021-06-08
12;49;2021-06-23
465;13;2021-06-09
79;22;2021-06-25
225;12;2021-06-18
240;16;2021-06-13
278;49;2021-06-24
293;25;2021-06-17
486;10;2021-06-10
345;22;2021-06-21
306;21;2021-06-20
428;9;2021-06-25
130;43;2021-06-13
93;7;2021-06-05
472;17;2021-06-16
370;5;2021-06-04
149;11;2021-06-12
475;6;2021-06-20
5;19;2021-06-20
193;61;2021-06-14
430;17;2021-06-14
242;19;2021-06-12
210;18;2021-06-21
464;45;2021-06-24
392;21;2021-06-09
381;24;2021-06-11
211;18;2021-06-11
442;21;2021-06-17
228;41;2021-06-24
441;12;2021-06-04
307;14;2021-06-18
85;15;2021-06-06
438;10;2021-06-19
151;5;2021-06-02
265;60;2021-06-24
62;11;2021-06-11
407;15;2021-06-03
193;23;2021-06-19
63;16;2021-06-28
450;36;2021-06-15
4;242;2021-06-13
427;11;2021-06-17
46;99;2021-06-24
54;9;2021-06-20
350;14;2021-06-09
435;27;2021-06-22
106;6;2021-06-17
33;15;2021-06-15
118;10;2021-06-19
344;14;2021-06-09
416;9;2021-06-28
9;19;2021-06-11
389;28;2021-06-23
447;13;2021-06-01
314;26;2021-06-12
91;35;2021-06-13
73;14;2021-06-26
363;11;2021-06-19
2;10;2021-06-12
188;10;2021-06-15
14;12;2021-06-04
109;9;2021-06-26
269;22;2021-06-21
115;18;2021-06-26
260;10;2021-06-20
486;19;2021-06-04
340;38;2021-06-14
173;6;2021-06-15
396;11;2021-06-25
123;27;2021-06-26
63;19;2021-06-06
303;10;2021-06-16
5;19;2021-06-15
188;9;2021-06-22
199;65;2021-06-14
174;15;2021-06-10
356;24;2021-06-09
316;12;2021-06-10
119;20;2021-06-27
146;8;2021-06-14
251;15;2021-06-12
29;19;2021-06-26
469;21;2021-06-28
366;33;2021-06-23
292;34;2021-06-20
483;16;2021-06-18
134;13;2021-06-02
114;30;2021-06-21
74;14;2021-06-28
463;16;2021-06-11
24;11;2021-06-20
234;12;2021-06-03
264;15;2021-06-23
41;6;2021-06-09
115;25;2021-06-01
357;13;2021-06-03
74;13;2021-06-27
139;78;2021-06-24
202;25;2021-06-27
259;55;2021-06-14
107;43;2021-06-13
262;6;2021-06-19
401;13;2021-06-27
421;26;2021-06-27
237;17;2021-06-05
295;31;2021-06-14
180;15;2021-06-09
234;23;2021-06-23
189;9;2021-06-04
103;11;2021-06-27
348;18;2021-06-16
16;9;2021-06-10
276;23;2021-06-11
164;13;2021-06-11
249;29;2021-06-11
342;39;2021-06-24
305;20;2021-06-19
419;30;2021-06-16
68;13;2021-06-17
440;7;2021-06-19
147;24;2021-06-18
388;16;2021-06-10
481;11;2021-06-20
102;23;2021-06-02
423;24;2021-06-01
3;112;2021-06-23
418;13;2021-06-16
258;16;2021-06-20
32;76;2021-06-24
62;115;2021-06-14
181;14;2021-06-20
23;10;2021-06-10
83;17;2021-06-27
383;31;2021-06-15
114;17;2021-06-04
423;22;2021-06-02
482;11;2021-06-27
209;21;2021-06-12
267;16;2021-06-09
393;24;2021-06-04
238;12;2021-06-19
426;13;2021-06-13
304;9;2021-06-07
500;12;2021-06-28
204;24;2021-06-09
212;5;2021-06-11
137;55;2021-06-13
273;11;2021-06-23
400;37;2021-06-14
240;14;2021-06-26
79;16;2021-06-18
298;34;2021-06-03
428;12;2021-06-16
482;4;2021-06-12
165;9;2021-06-03
85;92;2021-06-13
206;60;2021-06-14
185;13;2021-06-12
327;12;2021-06-27
293;55;2021-06-24
169;29;2021-06-23
336;35;2021-06-23
74;21;2021-06-08
12;12;2021-06-11
139;17;2021-06-16
244;14;2021-06-17
490;8;2021-06-23
471;34;2021-06-09
341;58;2021-06-24
275;23;2021-06-10
71;22;2021-06-15
414;9;2021-06-09
277;7;2021-06-28
167;38;2021-06-17
228;16;2021-06-21
496;7;2021-06-02
152;7;2021-06-22
159;19;2021-06-27
483;14;2021-06-21
428;11;2021-06-20
74;55;2021-06-14
431;8;2021-06-28
114;3;2021-06-25
308;9;2021-06-22
306;19;2021-06-06
359;7;2021-06-22
99;7;2021-06-01
434;23;2021-06-14
196;6;2021-06-19
4;8;2021-06-12
262;18;2021-06-10
64;118;2021-06-13
256;30;2021-06-26
73;7;2021-06-02
450;15;2021-06-10
15;163;2021-06-24
30;12;2021-06-04
151;22;2021-06-18
116;24;2021-06-01
92;12;2021-06-11
90;11;2021-06-01
115;5;2021-06-07
303;40;2021-06-24
139;15;2021-06-08
141;13;2021-06-11
241;14;2021-06-10
44;13;2021-06-14
5;29;2021-06-18
96;28;2021-06-16
407;20;2021-06-07
358;20;2021-06-05
370;13;2021-06-03
108;60;2021-06-23
273;35;2021-06-13
310;6;2021-06-09
442;22;2021-06-12
470;18;2021-06-11
429;8;2021-06-17
337;17;2021-06-26
176;16;2021-06-15
227;53;2021-06-24
478;5;2021-06-11
341;8;2021-06-18
298;27;2021-06-10
81;71;2021-06-14
165;7;2021-06-05
31;5;2021-06-16
45;19;2021-06-28
